name;probability
org.apache.commons.math3.genetics.BinaryChromosomeTest.testInvalidConstructor();0.2650
org.apache.commons.math3.geometry.euclidean.twod.LineTest.testTransform();0.1674
org.apache.commons.math3.optimization.general.MinpackTest.testMinpackHelicalValley();0.4625
org.apache.commons.math3.stat.descriptive.rank.PSquarePercentileTest.testDistribution();0.3099
org.apache.commons.math3.linear.QRDecompositionTest.testMatricesValues();0.0934
org.apache.commons.math3.ode.nonstiff.DormandPrince54IntegratorTest.testVariableSteps();0.4647
org.apache.commons.math3.distribution.TriangularDistributionTest.testGetUpperBound();0.5065
org.apache.commons.math3.linear.RealVectorFormatAbstractTest.testForgottenSeparator();0.1401
org.apache.commons.math3.optim.PointVectorValuePairTest.testSerial();0.3147
org.apache.commons.math3.stat.clustering.DBSCANClustererTest.testCluster();0.5605
org.apache.commons.math3.optimization.fitting.GaussianFitterTest.testFit04();0.2060
org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest.testEmptySample();0.6116
org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizerTest.testTrivial();0.0934
org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackChebyquad();0.5611
org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest.testEventsScheduling();0.4470
org.apache.commons.math3.ode.events.EventFilterTest.testHistoryDecreasingForward();0.1565
org.apache.commons.math3.util.ArithmeticUtilsTest.testPowOneLong();0.4946
org.apache.commons.math3.ml.neuralnet.sofm.LearningFactorFunctionFactoryTest.testExponentialDecayPrecondition0();0.7257
org.apache.commons.math3.complex.ComplexTest.testEqualsImaginaryDifference();0.2802
org.apache.commons.math3.distribution.GammaDistributionTest.testMath753Shape1000();0.4098
org.apache.commons.math3.complex.ComplexTest.testScalarMultiplyInf();0.1887
org.apache.commons.math3.stat.descriptive.rank.PSquarePercentileTest.testMarkersWithHigherIndex();0.1075
org.apache.commons.math3.linear.EigenDecompositionTest.testNormalDistributionUnsymmetricMatrix();0.2510
org.apache.commons.math3.util.DoubleArrayAbstractTest.testAddElementRolling();0.3756
org.apache.commons.math3.complex.ComplexFormatAbstractTest.testParseZeroReal();0.4791
org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath293();0.1661
org.apache.commons.math3.geometry.euclidean.threed.SubLineTest.testIntersectionNotIntersecting();0.4663
org.apache.commons.math3.optimization.linear.SimplexSolverTest.testInfeasibleSolution();0.1932
org.apache.commons.math3.ml.neuralnet.twod.NeuronSquareMesh2DTest.testConcentricNeighbourhood();0.1868
org.apache.commons.math3.geometry.enclosing.WelzlEncloser2DTest.testSolutionOnDiameter();0.1821
org.apache.commons.math3.complex.ComplexTest.testPow();0.2561
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest.testAckley();0.1846
org.apache.commons.math3.optim.univariate.BracketFinderTest.testCubicMax();0.1688
org.apache.commons.math3.linear.QRDecompositionTest.testHTrapezoidal();0.3224
org.apache.commons.math3.linear.SparseRealMatrixTest.testGetColumnVector();0.2838
org.apache.commons.math3.random.EmpiricalDistributionTest.testGetBinUpperBounds();0.4203
org.apache.commons.math3.util.IntegerSequenceTest.testDecreasingRange();0.4414
org.apache.commons.math3.geometry.partitioning.utilities.AVLTreeTest.testInsert();0.2248
org.apache.commons.math3.linear.RealVectorAbstractTest.testWalkInDefaultOrderPreservingVisitor3();0.4359
org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest.testOnePointParabola();0.3355
org.apache.commons.math3.complex.ComplexTest.testSqrtRealNegative();0.3521
org.apache.commons.math3.distribution.HypergeometricDistributionTest.testDegenerateNoFailures();0.7377
org.apache.commons.math3.analysis.function.SigmoidTest.testParametricUsage1();0.4882
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest.testSimplyConnected();0.3471
org.apache.commons.math3.fraction.BigFractionTest.testBigDecimalValue();0.2111
org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest.testPowDoubleDS();0.3736
org.apache.commons.math3.distribution.ConstantRealDistributionTest.testSampling();0.2928
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest.testCrossProduct();0.0400
org.apache.commons.math3.analysis.solvers.LaguerreSolverTest.testQuinticFunction2();0.2174
org.apache.commons.math3.complex.ComplexTest.testNthRoot_cornercase_thirdRoot_imaginaryPartEmpty();0.2450
org.apache.commons.math3.stat.descriptive.SummaryStatisticsTest.testToString();0.1146
org.apache.commons.math3.complex.ComplexTest.testSinNaN();0.3437
org.apache.commons.math3.special.BetaTest.testRegularizedBetaPositivePositivePositive();0.6116
org.apache.commons.math3.optimization.linear.SimplexSolverTest.testMath288();0.4270
org.apache.commons.math3.geometry.euclidean.threed.Euclidean3DTest.testSerialization();0.4220
org.apache.commons.math3.ml.neuralnet.sofm.NeighbourhoodSizeFunctionFactoryTest.testQuasiSigmoidDecayPrecondition3();0.5883
org.apache.commons.math3.ode.nonstiff.EulerFieldIntegratorTest.testKepler();0.4001
org.apache.commons.math3.linear.RealVectorFormatAbstractTest.testParseNegativeY();0.5355
org.apache.commons.math3.ode.nonstiff.MidpointFieldIntegratorTest.testTooLargeFirstStep();0.6026
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testRosenbrock();0.1619
org.apache.commons.math3.ode.nonstiff.GillIntegratorTest.testKepler();0.4001
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest.testParseSimpleWithDecimals();0.3388
org.apache.commons.math3.ode.nonstiff.DormandPrince853FieldIntegratorTest.testBackward();0.3425
org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest.testMixedDerivatives();0.5053
org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest.testVariable();0.3217
org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest.testSplinePartialDerivatives();0.3433
org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest.testMissedEndEvent();0.7359
org.apache.commons.math3.genetics.BinaryChromosomeTest.testIsSame();0.1760
org.apache.commons.math3.ode.sampling.StepNormalizerOutputTestBase.testIncNeither();0.3848
org.apache.commons.math3.random.EmpiricalDistributionTest.testLoad();0.4755
org.apache.commons.math3.distribution.AbstractRealDistributionTest.testDiscontinuous();0.1168
org.apache.commons.math3.stat.regression.SimpleRegressionTest.testRemoveXY();0.1867
org.apache.commons.math3.linear.QRSolverTest.testRank();0.6001
org.apache.commons.math3.RetryRunnerTest.testRetryFailSometimes();0.4664
org.apache.commons.math3.fraction.FractionTest.testMultiply();0.3469
org.apache.commons.math3.analysis.differentiation.SparseGradientTest.testPowDoubleDS();0.3736
org.apache.commons.math3.optim.univariate.MultiStartUnivariateOptimizerTest.testMissingMaxEval();0.2035
org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackLinearRank1();0.4625
org.apache.commons.math3.fitting.HarmonicCurveFitterTest.testTinyVariationsData();0.1245
org.apache.commons.math3.transform.FastFourierTransformerTest.testStandardTransformReal();0.1715
org.apache.commons.math3.special.BesselJTest.testIAEBadArgument();0.5282
org.apache.commons.math3.linear.SymmLQTest.testSolveSaunders7();0.5141
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest.testDimensionCheck();0.3962
org.apache.commons.math3.geometry.spherical.oned.ArcsSetTest.testSideOverlapping();0.1797
org.apache.commons.math3.distribution.EnumeratedRealDistributionTest.testDensity();0.5732
org.apache.commons.math3.linear.MatrixUtilsTest.testCreateIdentityMatrix();0.3466
org.apache.commons.math3.util.FastMathTest.testExpAccuracy();0.1619
org.apache.commons.math3.ode.nonstiff.ThreeEighthesIntegratorTest.testBackward();0.3425
org.apache.commons.math3.optimization.SimpleValueCheckerTest.testIterationCheck();0.2714
org.apache.commons.math3.analysis.solvers.RiddersSolverTest.testParameters();0.6734
org.apache.commons.math3.geometry.spherical.oned.S1PointTest.testSpace();0.5817
org.apache.commons.math3.geometry.euclidean.threed.LineTest.testPointDistance();0.2375
org.apache.commons.math3.optimization.SimplePointCheckerTest.testIterationCheckDisabled();0.3376
org.apache.commons.math3.geometry.euclidean.oned.Vector1DFormatAbstractTest.testParseNegativeX();0.5355
org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testAckley();0.1846
org.apache.commons.math3.complex.ComplexTest.testFloatingPointEqualsWithAllowedDeltaNaN();0.3230
org.apache.commons.math3.stat.correlation.KendallsCorrelationTest.testSimpleReversed();0.3484
org.apache.commons.math3.geometry.spherical.oned.ArcTest.testTolerance();0.5178
org.apache.commons.math3.distribution.PoissonDistributionTest.testMoments();0.3644
org.apache.commons.math3.ode.FieldExpandableODETest.testMap();0.6026
org.apache.commons.math3.linear.SparseFieldMatrixTest.testPremultiplyVector();0.2157
org.apache.commons.math3.fitting.leastsquares.EvaluationTest.testComputeCovariance();0.1105
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest.testParseNegativeInfinity();0.0829
org.apache.commons.math3.analysis.solvers.BrentSolverTest.testQuinticZero();0.2056
org.apache.commons.math3.analysis.integration.TrapezoidIntegratorTest.testParameters();0.6734
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest.testConcentric();0.5742
org.apache.commons.math3.util.ArithmeticUtilsTest.testSubAndCheckErrorMessage();0.3049
org.apache.commons.math3.geometry.euclidean.threed.Vector3DTest.testHash();0.2681
org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath434PivotRowSelection2();0.2619
org.apache.commons.math3.stat.descriptive.StorelessUnivariateStatisticAbstractTest.testSerialization();0.4220
org.apache.commons.math3.linear.RealVectorAbstractTest.testWalkInDefaultOrderChangingVisitor1();0.4149
org.apache.commons.math3.geometry.euclidean.twod.hull.MonotoneChainTest.testConvergenceException();0.1169
org.apache.commons.math3.stat.descriptive.DescriptiveStatisticsTest.testToString();0.1146
org.apache.commons.math3.transform.FastSineTransformerTest.testAdHocData();0.4110
org.apache.commons.math3.optimization.fitting.PolynomialFitterTest.testMath798WithToleranceTooLowButNoException();0.0604
org.apache.commons.math3.linear.SparseRealVectorTest.testEbeDivideSameType();0.6583
org.apache.commons.math3.linear.BlockRealMatrixTest.testGetColumnVector();0.2838
org.apache.commons.math3.linear.SymmLQTest.testSolveSaunders8();0.3984
org.apache.commons.math3.linear.BlockRealMatrixTest.testSetColumnVector();0.1525
org.apache.commons.math3.analysis.function.LogisticTest.testParametricUsage4();0.4860
org.apache.commons.math3.distribution.LogNormalDistributionTest.testDensity();0.5732
org.apache.commons.math3.stat.clustering.KMeansPlusPlusClustererTest.testCertainSpace();0.1245
org.apache.commons.math3.ode.nonstiff.HighamHall54FieldIntegratorTest.testNonFieldIntegratorConsistency();0.6026
org.apache.commons.math3.optim.univariate.SimpleUnivariateValueCheckerTest.testIterationCheckPrecondition();0.3123
org.apache.commons.math3.special.BetaTest.testLogGammaSumPrecondition3();0.6116
org.apache.commons.math3.stat.correlation.StorelessCovarianceTest.testLonglyByRow();0.4114
org.apache.commons.math3.analysis.function.LogitTest.testParametricUsage4();0.4860
org.apache.commons.math3.complex.ComplexTest.testConstructor();0.2323
org.apache.commons.math3.geometry.euclidean.twod.LineTest.testIntersection();0.1548
org.apache.commons.math3.complex.ComplexTest.testSubtractInf();0.2857
org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolverTest.testFasterThanNewton();0.2407
org.apache.commons.math3.stat.inference.BinomialTestTest.testBinomialTestPValues();0.2355
org.apache.commons.math3.ode.nonstiff.HighamHall54IntegratorTest.testKepler();0.4001
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizerTest.testCircleFitting2();0.1868
org.apache.commons.math3.analysis.function.LogisticTest.testCompareSigmoid();0.2681
org.apache.commons.math3.dfp.DfpTest.testNextAfter();0.4359
org.apache.commons.math3.stat.descriptive.StorelessUnivariateStatisticAbstractTest.testSerial();0.3147
org.apache.commons.math3.util.OpenIntToDoubleHashMapTest.testPutKeysWithCollision2();0.3313
org.apache.commons.math3.geometry.euclidean.threed.RotationTest.testAnglesDeprecated();0.0979
org.apache.commons.math3.linear.RealVectorTest.testIsInfinite();0.2582
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest.testBug20041003();0.1823
org.apache.commons.math3.special.GammaTest.testRegularizedGammaPositiveNegative();0.4691
org.apache.commons.math3.fraction.FractionFormatTest.testDoubleFormat();0.1970
org.apache.commons.math3.linear.SymmLQTest.testSolveSaunders17();0.5141
org.apache.commons.math3.stat.inference.KolmogorovSmirnovTestTest.testTwoSampleProductSizeOverflow();0.5264
org.apache.commons.math3.linear.RealVectorAbstractTest.testCombineToSelfDimensionMismatchSameType();0.6116
org.apache.commons.math3.ode.FieldExpandableODETest.testOnlyMainEquation();0.6026
org.apache.commons.math3.linear.FieldMatrixImplTest.testSetRowMatrix();0.1111
org.apache.commons.math3.ode.nonstiff.LutherIntegratorTest.testDecreasingSteps();0.1635
org.apache.commons.math3.util.MathArraysTest.testIsMonotonicComparable();0.2648
org.apache.commons.math3.geometry.euclidean.threed.RotationTest.testApplyTo();0.3245
org.apache.commons.math3.distribution.MultivariateNormalMixtureModelDistributionTest.testSampling();0.2928
org.apache.commons.math3.transform.FastFourierTransformerTest.testTransformFunctionNotStrictlyPositiveNumberOfSamples();0.1187
org.apache.commons.math3.optimization.direct.BOBYQAOptimizerTest.testCigar();0.2432
org.apache.commons.math3.linear.ArrayFieldVectorTest.testSerial();0.3147
org.apache.commons.math3.stat.descriptive.rank.PercentileTest.testAllEstimationTechniquesOnlyForNullsAndOOR();0.1778
org.apache.commons.math3.distribution.HypergeometricDistributionTest.testLargeValues();0.5753
org.apache.commons.math3.linear.Array2DRowRealMatrixTest.testGetColumnMatrix();0.3311
org.apache.commons.math3.linear.BiDiagonalTransformerTest.testBBiDiagonal();0.3594
org.apache.commons.math3.ExtendedFieldElementAbstractTest.testFloor();0.3348
org.apache.commons.math3.dfp.DfpTest.testPower10K();0.2317
org.apache.commons.math3.special.BetaTest.testLogGammaMinusLogGammaSumPrecondition2();0.1512
org.apache.commons.math3.fitting.PolynomialFitterTest.testLargeSample();0.2708
org.apache.commons.math3.util.PrecisionTest.testEqualsIncludingNaN();0.2123
org.apache.commons.math3.complex.ComplexTest.testTan();0.5489
org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest.testRandomPolynomialsFirstDerivative();0.3425
org.apache.commons.math3.optimization.general.GaussNewtonOptimizerTest.testMaxEvaluations();0.2432
org.apache.commons.math3.util.DefaultTransformerTest.testTransformObject();0.1916
org.apache.commons.math3.genetics.ListPopulationTest.testSetPopulationLimit();0.4272
org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolatorTest.testSinFunction();0.1998
org.apache.commons.math3.ml.neuralnet.oned.NeuronStringTest.testSegmentNetwork();0.1399
org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackWatson();0.6677
org.apache.commons.math3.stat.inference.TestUtilsTest.testChiSquareIndependence();0.7473
org.apache.commons.math3.linear.RealVectorFormatAbstractTest.testParseNoComponents();0.4407
org.apache.commons.math3.geometry.euclidean.twod.hull.ConvexHullGenerator2DAbstractTest.testOnePoint();0.5407
org.apache.commons.math3.util.TransformerMapTest.testClear();0.3847
org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest.testCeilFloorRintLong();0.3885
org.apache.commons.math3.complex.ComplexTest.testAsinInf();0.2156
org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest.testInterpolation(double,double,double,double,double,double,int,int,org.apache.commons.math3.analysis.TrivariateFunction,org.apache.commons.math3.analysis.TrivariateFunction,org.apache.commons.math3.analysis.TrivariateFunction,org.apache.commons.math3.analysis.TrivariateFunction,org.apache.commons.math3.analysis.TrivariateFunction,org.apache.commons.math3.analysis.TrivariateFunction,org.apache.commons.math3.analysis.TrivariateFunction,org.apache.commons.math3.analysis.TrivariateFunction,double,double,double,boolean);0.2132
org.apache.commons.math3.linear.UnmodifiableRealVectorAbstractTest.testGetEntry();0.1312
org.apache.commons.math3.linear.QRDecompositionTest.testQOrthogonal();0.1921
org.apache.commons.math3.random.StableRandomGeneratorTest.testBetaRangeBelowMinusOne();0.6009
org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testCigar();0.2432
org.apache.commons.math3.analysis.solvers.MullerSolverTest.testParameters();0.6734
org.apache.commons.math3.stat.descriptive.rank.PercentileTest.testAllEstimationTechniquesOnlyForAllPivotingStrategies();0.1315
org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerAbstractTest.testRedundantEquations();0.1199
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest.testHole();0.5876
org.apache.commons.math3.geometry.euclidean.threed.LineTest.testLineDistance();0.1880
org.apache.commons.math3.geometry.euclidean.oned.Vector1DFormatAbstractTest.testSimpleNoDecimals();0.0852
org.apache.commons.math3.analysis.integration.SimpsonIntegratorTest.testParameters();0.6734
org.apache.commons.math3.optim.univariate.BrentOptimizerTest.testQuinticMax();0.3493
org.apache.commons.math3.genetics.BinaryMutationTest.testMutate();0.3297
org.apache.commons.math3.linear.SingularValueDecompositionTest.testAEqualUSVt();0.3799
org.apache.commons.math3.random.RandomDataGeneratorTest.testNextUniformExtremeValues();0.5768
org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizerTest.testTwoSets();0.1868
org.apache.commons.math3.linear.ArrayFieldVectorTest.testConstructors();0.1056
org.apache.commons.math3.linear.RealVectorTest.testEbeMultiplyMixedTypes();0.5953
org.apache.commons.math3.util.MathArraysTest.testCosAngle2D();0.3469
org.apache.commons.math3.complex.ComplexTest.testTanInf();0.2156
org.apache.commons.math3.random.CorrelatedRandomVectorGeneratorTest.testRank();0.6001
org.apache.commons.math3.linear.SparseFieldMatrixTest.testCopyFunctions();0.6764
org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest.testInterpolation1();0.1868
org.apache.commons.math3.stat.inference.ChiSquareTestTest.testChiSquare();0.5916
org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest.testWikipedia();0.3871
org.apache.commons.math3.analysis.solvers.UnivariateSolverUtilsTest.testSolveNoRoot();0.4825
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximizationTest.testNonEmptyData();0.6116
org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest.testComposeMismatchedDimensions();0.4901
org.apache.commons.math3.linear.Array2DRowRealMatrixTest.testSetColumnMatrix();0.2202
org.apache.commons.math3.genetics.CycleCrossoverTest.testCrossoverExample2();0.5317
org.apache.commons.math3.analysis.FunctionUtilsTest.testCompose();0.1324
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest.testSimpleWithDecimalsTrunc();0.3813
org.apache.commons.math3.stat.regression.SimpleRegressionTest.testRemoveMultiplePastEmpty();0.5122
org.apache.commons.math3.linear.SingularValueDecompositionTest.testConditionNumber();0.4403
org.apache.commons.math3.util.FastMathTest.testDoubleScalbSpecialCases();0.3128
org.apache.commons.math3.analysis.function.SigmoidTest.testSomeValues();0.2324
org.apache.commons.math3.geometry.spherical.twod.SubCircleTest.testFullCircle();0.3812
org.apache.commons.math3.complex.ComplexTest.testReciprocalNaN();0.3932
org.apache.commons.math3.util.ArithmeticUtilsTest.testGcd();0.6558
org.apache.commons.math3.util.PrecisionTest.testFloatEqualsWithAllowedUlps();0.1175
org.apache.commons.math3.analysis.polynomials.PolynomialFunctionTest.testMultiplication();0.4002
org.apache.commons.math3.geometry.euclidean.threed.SubLineTest.testIntersectionInsideInside();0.4176
org.apache.commons.math3.optimization.direct.BOBYQAOptimizerTest.testCigTab();0.2522
org.apache.commons.math3.ode.nonstiff.LutherIntegratorTest.testSingleStep();0.7724
org.apache.commons.math3.fitting.GaussianFitterTest.testMath798();0.0745
org.apache.commons.math3.dfp.DfpTest.testCompare();0.3736
org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegratorTest.testSinFunction();0.1998
org.apache.commons.math3.geometry.euclidean.threed.RotationTest.testAxisAngleFrameTransform();0.2354
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSetTest.testInterval();0.3796
org.apache.commons.math3.geometry.euclidean.oned.Vector1DFormatAbstractTest.testPositiveInfinity();0.0282
org.apache.commons.math3.fitting.leastsquares.EvaluationTest.testLazyEvaluation();0.1066
org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerAbstractTest.testTrivial();0.0934
org.apache.commons.math3.complex.ComplexTest.testScalarSubtractInf();0.3231
org.apache.commons.math3.linear.FieldMatrixImplTest.testSetRow();0.0902
org.apache.commons.math3.analysis.function.GaussianTest.testLargeArguments();0.2157
org.apache.commons.math3.linear.BlockFieldMatrixTest.testScalarAdd();0.3084
org.apache.commons.math3.analysis.differentiation.DSCompilerTest.testSymmetry();0.1986
org.apache.commons.math3.ml.clustering.DBSCANClustererTest.testGetEps();0.5256
org.apache.commons.math3.util.ArithmeticUtilsTest.testPowNegativeIntOverflow();0.5059
org.apache.commons.math3.random.SobolSequenceGeneratorTest.testSkip();0.1973
org.apache.commons.math3.linear.SparseRealMatrixTest.testPremultiply();0.5054
org.apache.commons.math3.linear.RealVectorAbstractTest.testAddSameType();0.6066
org.apache.commons.math3.special.BetaTest.testSumDeltaMinusDeltaSumPrecondition2();0.7448
org.apache.commons.math3.stat.correlation.CovarianceTest.testConstant();0.2368
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest.testEquals();0.1019
org.apache.commons.math3.linear.RealVectorTest.testSetSubVectorInvalidIndex1();0.6116
org.apache.commons.math3.geometry.euclidean.threed.Vector3DTest.testAngle();0.5367
org.apache.commons.math3.stat.interval.IntervalUtilsTest.testAgrestiCoull();0.5718
org.apache.commons.math3.optim.SimpleVectorValueCheckerTest.testIterationCheck();0.2714
org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest.testConstant();0.2368
org.apache.commons.math3.ode.nonstiff.ThreeEighthesIntegratorTest.testDecreasingSteps();0.1635
org.apache.commons.math3.optim.univariate.BracketFinderTest.testCubicMin();0.1178
org.apache.commons.math3.optimization.SimplePointCheckerTest.testIterationCheckPrecondition();0.3123
org.apache.commons.math3.analysis.FunctionUtilsTest.testToUnivariateDifferential();0.2328
org.apache.commons.math3.geometry.spherical.oned.ArcsSetTest.testFarSplit();0.0876
org.apache.commons.math3.util.BigRealTest.testCompareTo();0.2726
org.apache.commons.math3.optim.nonlinear.vector.MultiStartMultivariateVectorOptimizerTest.testTrivial();0.0934
org.apache.commons.math3.geometry.euclidean.twod.Vector2DFormatAbstractTest.testParseNan();0.1291
org.apache.commons.math3.linear.BlockRealMatrixTest.testSetRow();0.0902
org.apache.commons.math3.linear.TriDiagonalTransformerTest.testAEqualQTQt();0.5348
org.apache.commons.math3.analysis.solvers.UnivariateSolverUtilsTest.testNullFunction();0.5878
org.apache.commons.math3.distribution.FDistributionTest.testCumulativeProbabilityExtremes();0.5708
org.apache.commons.math3.complex.ComplexTest.testAddNaN();0.2584
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest.testNegativeComponent2();0.5186
org.apache.commons.math3.distribution.PoissonDistributionTest.testCumulativeProbabilitySpecial();0.5587
org.apache.commons.math3.linear.RealVectorAbstractTest.testGetSubVector();0.3292
org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackLinearRank1ZeroColsAndRows();0.4625
org.apache.commons.math3.stat.FrequencyTest.testPcts();0.4742
org.apache.commons.math3.complex.ComplexTest.testLogZero();0.4045
org.apache.commons.math3.linear.BlockFieldMatrixTest.testGetSetColumnLarge();0.2036
org.apache.commons.math3.stat.inference.ChiSquareTestTest.testChiSquareLargeTestStatistic();0.5228
org.apache.commons.math3.stat.FrequencyTest.testMerge();0.4895
org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest.testHighDegreeLegendre();0.1651
org.apache.commons.math3.analysis.polynomials.PolynomialFunctionTest.testSerial();0.3147
org.apache.commons.math3.complex.ComplexTest.testEqualsTrue();0.4542
org.apache.commons.math3.stat.regression.SimpleRegressionTest.testNoInterceot_noint2();0.3332
org.apache.commons.math3.geometry.spherical.oned.ArcsSetTest.testSideHyper();0.1367
org.apache.commons.math3.ode.nonstiff.MidpointFieldIntegratorTest.testSingleStep();0.7724
org.apache.commons.math3.special.BetaTest.testRegularizedBetaNanPositivePositive();0.4606
org.apache.commons.math3.geometry.euclidean.threed.Vector3DFormatAbstractTest.testNegativeZ();0.4304
org.apache.commons.math3.linear.CholeskyDecompositionTest.testNotPositiveDefinite();0.1896
org.apache.commons.math3.complex.ComplexTest.testScalarPowInf();0.2108
org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest.testParaboloid();0.1217
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest.testParseIgnoredWhitespace();0.2518
org.apache.commons.math3.analysis.solvers.BisectionSolverTest.testSinZero();0.3678
org.apache.commons.math3.ode.events.EventStateTest.testIssue965();0.5407
org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest.testCircleFitting();0.1370
org.apache.commons.math3.dfp.DfpTest.testLog10K();0.4226
org.apache.commons.math3.ode.FirstOrderConverterTest.testSmallStep();0.3424
org.apache.commons.math3.util.FastMathTest.testExpSpecialCases();0.1507
org.apache.commons.math3.ode.nonstiff.ThreeEighthesFieldIntegratorTest.testNonFieldIntegratorConsistency();0.6026
org.apache.commons.math3.linear.FieldMatrixImplTest.testGetSubMatrix();0.2839
org.apache.commons.math3.geometry.spherical.oned.ArcsSetTest.testEmptyTree();0.2273
org.apache.commons.math3.util.MathUtilsTest.testSignShort();0.6725
org.apache.commons.math3.ode.nonstiff.ThreeEighthesFieldIntegratorTest.testDecreasingSteps();0.1635
org.apache.commons.math3.linear.RealVectorAbstractTest.testGetLInfDistanceMixedTypes();0.6116
org.apache.commons.math3.linear.BlockRealMatrixTest.testPremultiply();0.5054
org.apache.commons.math3.linear.EigenDecompositionTest.testDimension4WithSplit();0.3857
org.apache.commons.math3.util.FastMathTest.testFloorDivModInt();0.3748
org.apache.commons.math3.stat.inference.GTestTest.testRootLogLikelihood();0.1435
org.apache.commons.math3.linear.DiagonalMatrixTest.testMultiply2();0.4306
org.apache.commons.math3.dfp.DfpTest.testSpecialConstructors();0.2257
org.apache.commons.math3.genetics.RandomKeyTest.testInducedPermutation();0.2120
org.apache.commons.math3.linear.BlockRealMatrixTest.testGetRowMatrix();0.1308
org.apache.commons.math3.linear.HessenbergTransformerTest.testPTOrthogonal();0.5303
org.apache.commons.math3.ode.nonstiff.LutherFieldIntegratorTest.testBackward();0.3425
org.apache.commons.math3.analysis.interpolation.TricubicInterpolatorTest.testPlane();0.1353
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest.testBoundarySimplification();0.3114
org.apache.commons.math3.distribution.GammaDistributionTest.testInverseCumulativeProbabilityExtremes();0.2981
org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest.testJacobiOrthogonality();0.2349
org.apache.commons.math3.util.MathArraysTest.testEbeAdd();0.1197
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest.testAnglesDeprecated();0.0979
org.apache.commons.math3.linear.BlockFieldMatrixTest.testGetEntry();0.1312
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest.testForgottenPrefix();0.2384
org.apache.commons.math3.distribution.NormalDistributionTest.testExtremeValues();0.3021
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest.testHash();0.2681
org.apache.commons.math3.util.OpenIntToDoubleHashMapTest.testPutAndGetWith0ExpectedSize();0.4231
org.apache.commons.math3.optimization.linear.SimplexSolverTest.testMath434UnfeasibleSolution();0.1705
org.apache.commons.math3.ode.nonstiff.MidpointFieldIntegratorTest.testUnstableDerivative();0.4921
