name;probability
org.apache.commons.math3.ml.neuralnet.sofm.util.QuasiSigmoidDecayFunctionTest.testPrecondition3();0.6301
org.apache.commons.math3.genetics.ElitisticListPopulationTest.testChromosomeListConstructorTooLow();0.3721
org.apache.commons.math3.ml.neuralnet.twod.NeuronSquareMesh2DTest.test3x3TorusNetwork2();0.3043
org.apache.commons.math3.analysis.differentiation.SparseGradientTest.testExpression();0.1219
org.apache.commons.math3.fitting.leastsquares.AbstractLeastSquaresOptimizerAbstractTest.testOneSet();0.1199
org.apache.commons.math3.analysis.differentiation.SparseGradientTest.testTaylorAtan2();0.1479
org.apache.commons.math3.linear.FieldLUDecompositionTest.testUUpperTriangular();0.4755
org.apache.commons.math3.special.BetaTest.testRegularizedBetaNegativePositivePositive();0.4691
org.apache.commons.math3.geometry.euclidean.twod.LineTest.testParallel();0.5019
org.apache.commons.math3.util.MathArraysTest.testCosAngle3D();0.2232
org.apache.commons.math3.complex.ComplexTest.testLogInf();0.2098
org.apache.commons.math3.geometry.euclidean.threed.SubLineTest.testNoEndPoints();0.1643
org.apache.commons.math3.analysis.interpolation.UnivariatePeriodicInterpolatorTest.testSine();0.2940
org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerTest.testGetRMS();0.0623
org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest.testConstraintsUnsupported();0.4269
org.apache.commons.math3.stat.descriptive.moment.GeometricMeanTest.testSpecialValues();0.3762
org.apache.commons.math3.distribution.ParetoDistributionTest.testGetScale();0.5365
org.apache.commons.math3.geometry.euclidean.threed.RotationTest.testComposeVectorOperator();0.3114
org.apache.commons.math3.stat.inference.TestUtilsTest.testOneSampleT();0.3517
org.apache.commons.math3.linear.RealVectorAbstractTest.testUnitize();0.6116
org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatorTest.testInterpolation2();0.1868
org.apache.commons.math3.dfp.DfpTest.testSignPredicates();0.3255
org.apache.commons.math3.analysis.polynomials.PolynomialFunctionNewtonFormTest.testLinearFunction();0.3047
org.apache.commons.math3.dfp.BracketingNthOrderBrentSolverDFPTest.testConvergenceOnFunctionAccuracy();0.4599
org.apache.commons.math3.linear.SparseFieldMatrixTest.testMultiply2();0.4306
org.apache.commons.math3.stat.descriptive.summary.SumTest.testSpecialValues();0.3762
org.apache.commons.math3.stat.FrequencyTest.testToString();0.1146
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest.testScalarProduct();0.8283
org.apache.commons.math3.util.OpenIntToFieldTest.testGetFromEmpty();0.4049
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDSTest.testQuaternion();0.3425
org.apache.commons.math3.linear.BlockFieldMatrixTest.testCopyFunctions();0.6764
org.apache.commons.math3.linear.SparseFieldVectorTest.testWalkInDefaultOrderChangingVisitor1();0.4149
org.apache.commons.math3.filter.KalmanFilterTest.testTransitionMeasurementMatrixMismatch();0.3550
org.apache.commons.math3.ExtendedFieldElementAbstractTest.testDivideDouble();0.5364
org.apache.commons.math3.fraction.FractionFormatTest.testParseInteger();0.1956
org.apache.commons.math3.analysis.solvers.MullerSolver2Test.testSinFunction();0.1998
org.apache.commons.math3.distribution.BetaDistributionTest.testCumulative();0.4982
org.apache.commons.math3.linear.BlockFieldMatrixTest.testSetSubMatrix();0.5534
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest.testDistance1();0.4307
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest.testNormalize();0.4279
org.apache.commons.math3.geometry.euclidean.threed.Vector3DTest.testDistanceInf();0.4307
org.apache.commons.math3.util.ArithmeticUtilsTest.testGcdConsistency();0.2924
org.apache.commons.math3.special.GammaTest.testTrigamma();0.3203
org.apache.commons.math3.stat.descriptive.DescriptiveStatisticsTest.testShuffledStatistics();0.3979
org.apache.commons.math3.linear.ConjugateGradientTest.testMismatchedOperatorDimensions();0.1947
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest.testIssue880Complete();0.3870
org.apache.commons.math3.analysis.solvers.UnivariateSolverUtilsTest.testBracketSin();0.4958
org.apache.commons.math3.optimization.direct.MultivariateFunctionPenaltyAdapterTest.testOptimumOutsideRange();0.1337
org.apache.commons.math3.distribution.LogNormalDistributionTest.testExtremeValues();0.3021
org.apache.commons.math3.complex.ComplexFormatAbstractTest.testParseNegativeBoth();0.4643
org.apache.commons.math3.util.BigRealTest.testSubtract();0.2629
org.apache.commons.math3.geometry.euclidean.threed.RotationOrderTest.testName();0.3880
org.apache.commons.math3.analysis.function.LogitTest.testDerivativeLargeArguments();0.1513
org.apache.commons.math3.distribution.BinomialDistributionTest.testDegenerate2();0.7065
org.apache.commons.math3.util.MathArraysTest.testConvolve();0.3483
org.apache.commons.math3.ode.sampling.StepNormalizerOutputTestBase.testMulFirst();0.5029
org.apache.commons.math3.transform.RealTransformerAbstractTest.testTransformReal();0.3098
org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaFieldIntegratorTest.testMissedEndEvent();0.7359
org.apache.commons.math3.linear.RealVectorAbstractTest.testCombineDimensionMismatchSameType();0.6116
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximizationTest.testIncompatibleIntialMixture();0.6381
org.apache.commons.math3.geometry.euclidean.threed.PlaneTest.testContains();0.1559
org.apache.commons.math3.util.IntegerSequenceTest.testIncrementorCountExceeded();0.3246
org.apache.commons.math3.linear.FieldLUDecompositionTest.testLLowerTriangular();0.4175
org.apache.commons.math3.distribution.MultivariateNormalMixtureModelDistributionTest.testDensities();0.1426
org.apache.commons.math3.distribution.EnumeratedRealDistributionTest.testIsSupportUpperBoundInclusive();0.5896
org.apache.commons.math3.analysis.function.GaussianTest.testParametricUsage1();0.4882
org.apache.commons.math3.fitting.HarmonicFitterTest.testInitialGuess();0.5293
org.apache.commons.math3.util.MathArraysTest.testScaleInPlace();0.3569
org.apache.commons.math3.analysis.solvers.NewtonSolverTest.testQuinticZero();0.2056
org.apache.commons.math3.linear.RealVectorAbstractTest.testCombineToSelfMixedTypes();0.6116
org.apache.commons.math3.linear.RealVectorTest.testGetSubVectorInvalidIndex2();0.5823
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest.testRosen();0.2432
org.apache.commons.math3.linear.RealVectorTest.testEbeDivideMixedTypes();0.6583
org.apache.commons.math3.geometry.euclidean.twod.SubLineTest.testIntersectionInsideBoundary();0.3506
org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizerTest.testEvaluationCount();0.0798
org.apache.commons.math3.linear.RealVectorAbstractTest.testGetL1Norm();0.5954
org.apache.commons.math3.stat.descriptive.rank.PercentileTest.testAllTechniquesSingleton();0.1449
org.apache.commons.math3.linear.SparseFieldMatrixTest.testScalarAdd();0.3084
org.apache.commons.math3.stat.descriptive.DescriptiveStatisticsTest.testWindowSize();0.3766
org.apache.commons.math3.geometry.euclidean.threed.PlaneTest.testSimilar();0.2236
org.apache.commons.math3.linear.SparseFieldMatrixTest.testGetRowMatrix();0.1308
org.apache.commons.math3.fitting.leastsquares.EvaluationTest.testDirectEvaluation();0.4800
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest.testUnion();0.5243
org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackFreudensteinRoth();0.7584
org.apache.commons.math3.complex.ComplexFormatAbstractTest.testParsePositiveInfinity();0.0717
org.apache.commons.math3.random.RandomDataGeneratorTest.testNextLongWideRange();0.2361
org.apache.commons.math3.fraction.FractionFormatTest.testFormatImproperNegative();0.1935
org.apache.commons.math3.util.OpenIntToFieldTest.testContainsKey();0.3614
org.apache.commons.math3.stat.inference.TestUtilsTest.testSmallSamples();0.4156
org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolverTest.testInsufficientOrder3();0.5520
org.apache.commons.math3.optimization.general.GaussNewtonOptimizerTest.testCircleFittingBadInit();0.5316
org.apache.commons.math3.util.IntegerSequenceTest.testIteratorZeroElement();0.6476
org.apache.commons.math3.optimization.fitting.CurveFitterTest.testMath372();0.2802
org.apache.commons.math3.exception.NonMonotonicSequenceExceptionTest.testAccessors();0.6390
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testLeastSquares3();0.4072
org.apache.commons.math3.stat.inference.TestUtilsTest.testTwoSampleTHomoscedastic();0.3290
org.apache.commons.math3.util.MathUtilsTest.testReduce();0.4048
org.apache.commons.math3.linear.RealVectorAbstractTest.testSetEntryInvalidIndex2();0.6116
org.apache.commons.math3.stat.descriptive.rank.PSquarePercentileTest.testEmpty();0.4249
org.apache.commons.math3.util.IntegerSequenceTest.testRangeMultipleIterations();0.4309
org.apache.commons.math3.stat.descriptive.rank.PSquarePercentileTest.testCopyConsistencyWithInitialMostElements();0.0615
org.apache.commons.math3.complex.ComplexTest.testSqrtNaN();0.3299
org.apache.commons.math3.linear.RealVectorAbstractTest.testMapDivide();0.6583
org.apache.commons.math3.fitting.leastsquares.MinpackTest.testMinpackWatson();0.6677
org.apache.commons.math3.genetics.ChromosomeTest.testFindSameChromosome();0.3162
org.apache.commons.math3.linear.SchurTransformerTest.testAEqualPTPt();0.5203
org.apache.commons.math3.stat.StatUtilsTest.testSumLog();0.3114
org.apache.commons.math3.stat.FrequencyTest.testIncrement();0.4020
org.apache.commons.math3.linear.SparseRealMatrixTest.testEqualsAndHashCode();0.3114
org.apache.commons.math3.linear.RealVectorAbstractTest.testAddToEntryInvalidIndex2();0.6116
org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerWithSVDTest.testHahn1();0.5316
org.apache.commons.math3.ode.sampling.StepNormalizerOutputTestBase.testMulNeitherRev();0.7222
org.apache.commons.math3.analysis.differentiation.SparseGradientTest.testSinhDefinition();0.1649
org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackKowalikOsborne();0.4745
org.apache.commons.math3.optimization.linear.SimplexSolverTest.testSimplexSolver();0.1140
org.apache.commons.math3.distribution.EnumeratedRealDistributionTest.testSample();0.1480
org.apache.commons.math3.optimization.general.MinpackTest.testMinpackChebyquad();0.5611
org.apache.commons.math3.random.Well1024aTest.testReferenceCode();0.2641
org.apache.commons.math3.stat.descriptive.rank.PSquarePercentileTest.testNegativeInvalidValues();0.2691
org.apache.commons.math3.complex.ComplexTest.testTanhCritical();0.3378
org.apache.commons.math3.ml.neuralnet.sofm.KohonenUpdateActionTest.testUpdate();0.1245
org.apache.commons.math3.linear.RealVectorAbstractTest.testCosineMixedTypes();0.6116
org.apache.commons.math3.transform.FastFourierTransformerTest.testStandardTransformFunction();0.0379
org.apache.commons.math3.geometry.euclidean.twod.hull.ConvexHullGenerator2DAbstractTest.testCollinearPointOnExistingBoundary();0.4875
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest.testNormInf();0.5398
org.apache.commons.math3.geometry.spherical.oned.ArcsSetTest.testSplitWithinEpsilon();0.0888
org.apache.commons.math3.linear.BlockRealMatrixTest.testEqualsAndHashCode();0.3114
org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackMeyer();0.3953
org.apache.commons.math3.util.DefaultTransformerTest.testTransformString();0.2915
org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerWithQRTest.testCircleFittingBadInit();0.5316
org.apache.commons.math3.optimization.univariate.UnivariateMultiStartOptimizerTest.testSinMin();0.2802
org.apache.commons.math3.analysis.integration.gauss.GaussIntegratorTest.testGetWeights();0.4836
org.apache.commons.math3.analysis.solvers.FieldBracketingNthOrderBrentSolverTest.testInsufficientOrder3();0.5520
org.apache.commons.math3.analysis.function.SigmoidTest.testDerivativeLargeArguments();0.1513
org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest.testUnstableDerivative();0.4921
org.apache.commons.math3.fraction.FractionFormatTest.testFormatNegative();0.1935
org.apache.commons.math3.util.ArithmeticUtilsTest.testMulAndCheck();0.3536
org.apache.commons.math3.stat.correlation.SpearmansRankCorrelationTest.testInsufficientData();0.1405
org.apache.commons.math3.stat.descriptive.moment.FirstMomentTest.testSpecialValues();0.3762
org.apache.commons.math3.optimization.direct.PowellOptimizerTest.testSumSinc();0.2491
org.apache.commons.math3.geometry.euclidean.threed.RotationTest.testRevertDeprecated();0.3323
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest.testRevertFrameTransform();0.2745
org.apache.commons.math3.fraction.FractionFormatTest.testWholeFormat();0.1983
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMinimize2();0.2180
org.apache.commons.math3.geometry.euclidean.oned.Vector1DTest.testNegate();0.3193
org.apache.commons.math3.ml.neuralnet.sofm.NeighbourhoodSizeFunctionFactoryTest.testExponentialDecayTrivial();0.5039
org.apache.commons.math3.complex.ComplexTest.testAbsInfinite();0.3715
org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest.testSerialization();0.4220
org.apache.commons.math3.random.HaltonSequenceGeneratorTest.test2DUnscrambledReference();0.2278
org.apache.commons.math3.distribution.GammaDistributionTest.testProbability(double,double,double,double);0.2132
org.apache.commons.math3.linear.MatrixUtilsTest.testInverseDiagonalMatrix();0.1162
org.apache.commons.math3.distribution.LogNormalDistributionTest.testPreconditions();0.8147
org.apache.commons.math3.fitting.leastsquares.AbstractLeastSquaresOptimizerAbstractTest.testNoDependency();0.1760
org.apache.commons.math3.stat.descriptive.rank.PercentileTest.testLowPercentile();0.3540
org.apache.commons.math3.distribution.TDistributionTest.testCumulativeProbablilityExtremes();0.1754
org.apache.commons.math3.stat.descriptive.moment.VarianceTest.testNaN();0.4246
org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizerAbstractTest.testQRColumnsPermutation();0.1624
org.apache.commons.math3.analysis.integration.gauss.LegendreTest.testInverse();0.2580
org.apache.commons.math3.optim.linear.SimplexSolverTest.testUnboundedSolution();0.1738
org.apache.commons.math3.linear.RealVectorTest.testSetSubVectorMixedType();0.5084
org.apache.commons.math3.linear.BlockRealMatrixTest.testCopySubMatrix();0.2916
org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest.testCosAcos();0.1725
org.apache.commons.math3.linear.RealVectorAbstractTest.testGetDimension();0.5535
org.apache.commons.math3.random.RandomDataGeneratorTest.testNextSecureIntNegativeRange();0.7388
org.apache.commons.math3.geometry.spherical.twod.CircleTest.testOffset();0.3626
org.apache.commons.math3.geometry.spherical.oned.ArcsSetTest.testSplitAtEnd();0.1687
org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest.testDecomposition3x3();0.7161
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDSTest.testAxisAngleVectorOperator();0.2354
org.apache.commons.math3.stat.FrequencyTest.testMergeCollection();0.3928
org.apache.commons.math3.analysis.solvers.MullerSolver2Test.testQuinticFunction();0.1976
org.apache.commons.math3.stat.descriptive.moment.SemiVarianceTest.testSingleDown();0.5521
org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatisticsTest.testDimension();0.6873
org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolatorTest.testPlane();0.1353
org.apache.commons.math3.ode.nonstiff.HighamHall54IntegratorTest.testBackward();0.3425
org.apache.commons.math3.analysis.function.SincTest.testDerivativeZero();0.3430
org.apache.commons.math3.analysis.differentiation.SparseGradientTest.testSignum();0.2784
org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest.testPrimitiveRemainder();0.1664
org.apache.commons.math3.util.TransformerMapTest.testRemoveTransformer();0.3951
org.apache.commons.math3.ml.distance.ManhattanDistanceTest.testZero();0.3355
org.apache.commons.math3.ode.nonstiff.ThreeEighthesFieldIntegratorTest.testPartialDerivatives();0.3815
org.apache.commons.math3.util.IncrementorTest.testCanIncrement1();0.5720
org.apache.commons.math3.util.FastMathTest.testPowLargeIntegralDouble();0.2609
org.apache.commons.math3.linear.BlockFieldMatrixTest.testOperate();0.0862
org.apache.commons.math3.geometry.spherical.oned.ArcTest.testArc();0.3547
org.apache.commons.math3.complex.ComplexTest.testSerial();0.3147
org.apache.commons.math3.geometry.spherical.twod.CircleTest.testSubSpace();0.5937
org.apache.commons.math3.stat.regression.MillerUpdatingRegressionTest.testNegativeTestAddMultipleObs();0.4784
org.apache.commons.math3.fraction.FractionFormatTest.testParseProper();0.0933
org.apache.commons.math3.linear.Array2DRowRealMatrixTest.testSetRow();0.0902
org.apache.commons.math3.genetics.ElitisticListPopulationTest.testChromosomeListConstructorTooHigh();0.3721
org.apache.commons.math3.special.ErfTest.testErf1960();0.2246
org.apache.commons.math3.exception.util.ExceptionContextTest.testMessageChain();0.6703
org.apache.commons.math3.optimization.linear.SimplexSolverTest.testTrivialModel();0.4833
org.apache.commons.math3.ode.nonstiff.HighamHall54FieldIntegratorTest.testMinStep();0.3299
org.apache.commons.math3.complex.ComplexFormatAbstractTest.testNegativeReal();0.3985
org.apache.commons.math3.analysis.function.GaussianTest.testParametricGradient();0.3982
org.apache.commons.math3.analysis.FunctionUtilsTest.testToDifferentiableUnivariateFunction();0.4312
org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLog1p();0.5356
org.apache.commons.math3.complex.ComplexTest.testScalarSubtract();0.4696
org.apache.commons.math3.random.ValueServerTest.testEmptyReplayFile();0.7245
org.apache.commons.math3.linear.RealVectorAbstractTest.testSubtractSameType();0.6066
org.apache.commons.math3.ExtendedFieldElementAbstractTest.testAddDouble();0.6116
org.apache.commons.math3.fitting.PolynomialFitterTest.testRedundantSolvable();0.5190
org.apache.commons.math3.distribution.EnumeratedRealDistributionTest.testCumulativeProbability();0.2333
org.apache.commons.math3.util.BigRealTest.testDivide();0.2579
org.apache.commons.math3.analysis.differentiation.SparseGradientTest.testHypotNeglectible();0.2153
org.apache.commons.math3.filter.KalmanFilterTest.testConstantAcceleration();0.3114
org.apache.commons.math3.fitting.GaussianFitterTest.testFit05();0.1511
org.apache.commons.math3.linear.RealVectorAbstractTest.testCopy();0.3553
org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest.testDistance();0.3155
org.apache.commons.math3.ode.nonstiff.LutherFieldIntegratorTest.testUnstableDerivative();0.4921
org.apache.commons.math3.analysis.differentiation.SparseGradientTest.testCeilFloorRintLong();0.3885
org.apache.commons.math3.fitting.leastsquares.EvaluationTest.testComputeValueAndJacobian();0.1245
org.apache.commons.math3.transform.FastFourierTransformerTest.testTransformComplex();0.1491
org.apache.commons.math3.stat.clustering.EuclideanIntegerPointTest.testDistance();0.3155
org.apache.commons.math3.linear.SparseFieldMatrixTest.testMultiply();0.3469
org.apache.commons.math3.linear.SparseFieldMatrixTest.testTrace();0.3210
org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaFieldIntegratorTest.testPartialDerivatives();0.3815
org.apache.commons.math3.fitting.HarmonicCurveFitterTest.testPreconditions1();0.6116
org.apache.commons.math3.util.MathUtilsTest.testNormalizeAngle();0.2070
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testDiffPow();0.3003
org.apache.commons.math3.fitting.leastsquares.MinpackTest.testMinpackBrownDennis();0.4391
org.apache.commons.math3.linear.EigenDecompositionTest.testMathpbx03();0.2535
org.apache.commons.math3.stat.inference.TestUtilsTest.testKSTwoSample();0.3474
org.apache.commons.math3.analysis.function.LogisticTest.testCompareDerivativeSigmoid();0.1306
org.apache.commons.math3.geometry.euclidean.oned.Vector1DFormatAbstractTest.testSimpleWithDecimalsTrunc();0.3813
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testRosen();0.2432
org.apache.commons.math3.stat.interval.BinomialConfidenceIntervalAbstractTest.testZeroConfidencelevel();0.5176
org.apache.commons.math3.linear.QRSolverTest.testSolveRankErrors();0.2939
org.apache.commons.math3.geometry.spherical.twod.SubCircleTest.testSide();0.3736
org.apache.commons.math3.geometry.spherical.oned.ArcsSetTest.testShiftedAngles();0.4489
org.apache.commons.math3.geometry.euclidean.twod.SubLineTest.testIntersectionBoundaryBoundary();0.3506
org.apache.commons.math3.exception.util.LocalizedFormatsTest.testMessageNumber();0.4485
org.apache.commons.math3.stat.descriptive.rank.PercentileTest.testAllTechniquesHighPercentile();0.4807
org.apache.commons.math3.linear.RealVectorFormatAbstractTest.testParseSimpleWithDecimals();0.3388
org.apache.commons.math3.geometry.euclidean.twod.Vector2DFormatAbstractTest.testParseNonDefaultSetting();0.3597
org.apache.commons.math3.optim.univariate.SimpleUnivariateValueCheckerTest.testIterationCheck();0.2714
org.apache.commons.math3.stat.descriptive.rank.PSquarePercentileTest.testNISTExample();0.1167
org.apache.commons.math3.complex.ComplexTest.testSqrtRealPositive();0.3521
org.apache.commons.math3.linear.FieldMatrixImplTest.testCopyFunctions();0.6764
org.apache.commons.math3.fitting.WeightedObservedPointsTest.testAdd3();0.6537
org.apache.commons.math3.analysis.interpolation.LinearInterpolatorTest.testInterpolateLinearDegenerateThreeSegment();0.0867
org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest.testVectorFunction();0.1245
org.apache.commons.math3.fitting.GaussianCurveFitterTest.testFit03();0.3591
org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackOsborne1();0.3870
org.apache.commons.math3.distribution.GammaDistributionTest.testValue(double,double,double,double);0.4935
org.apache.commons.math3.util.FastMathTest.testTanhAccuracy();0.0729
org.apache.commons.math3.ml.neuralnet.sofm.LearningFactorFunctionFactoryTest.testQuasiSigmoidDecayTrivial();0.3634
org.apache.commons.math3.ode.FirstOrderConverterTest.testDoubleDimension();0.5706
org.apache.commons.math3.linear.FieldMatrixImplTest.testPower();0.2020
org.apache.commons.math3.ode.events.OverlappingEventsTest.testOverlappingEvents0();0.6116
org.apache.commons.math3.complex.ComplexTest.testAbs();0.2874
org.apache.commons.math3.random.EmpiricalDistributionTest.testBinIndexOverflow();0.5881
org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionMappingAdapterTest.testHalfBounded();0.0958
org.apache.commons.math3.linear.SparseRealVectorTest.testEbeMultiplySameType();0.5953
org.apache.commons.math3.stat.StatUtilsTest.testPercentile();0.5754
org.apache.commons.math3.ode.nonstiff.GillIntegratorTest.testBigStep();0.3424
org.apache.commons.math3.linear.ConjugateGradientTest.testPreconditionedSolution();0.1327
org.apache.commons.math3.random.RandomDataGeneratorTest.testNextGamma();0.4087
org.apache.commons.math3.stat.descriptive.rank.PercentileTest.testMedianOf3();0.0559
org.apache.commons.math3.util.ResizableDoubleArrayTest.testDiscard();0.2869
org.apache.commons.math3.stat.descriptive.rank.PercentileTest.testPercentileCopy();0.3111
org.apache.commons.math3.stat.descriptive.rank.PSquarePercentileTest.testHighPercentile();0.5323
org.apache.commons.math3.genetics.UniformCrossoverTest.testCrossoverInvalidFixedLengthChromosomeSecond();0.3671
org.apache.commons.math3.ode.nonstiff.HighamHall54FieldIntegratorTest.testPartialDerivatives();0.3815
org.apache.commons.math3.distribution.PoissonDistributionTest.testLargeMeanInverseCumulativeProbability();0.0704
org.apache.commons.math3.geometry.euclidean.twod.DiskGeneratorTest.testSupport2Points();0.2052
org.apache.commons.math3.linear.RealMatrixFormatAbstractTest.testParseSimpleWithDecimalsTrunc();0.3597
org.apache.commons.math3.ode.nonstiff.EulerFieldIntegratorTest.testBigStep();0.3424
org.apache.commons.math3.util.CombinatoricsUtilsTest.test0Choose0();0.5972
org.apache.commons.math3.linear.RealVectorAbstractTest.testCosineRightNullVector();0.4584
org.apache.commons.math3.geometry.euclidean.oned.Vector1DTest.testDistance1();0.4307
org.apache.commons.math3.linear.BlockRealMatrixTest.testPlusMinus();0.2849
org.apache.commons.math3.analysis.solvers.BrentSolverTest.testInitialGuess();0.5293
org.apache.commons.math3.stat.inference.ChiSquareTestTest.testChiSquareZeroCount();0.8271
org.apache.commons.math3.linear.EigenDecompositionTest.testMath848();0.3348
org.apache.commons.math3.fitting.CurveFitterTest.testMath372();0.2802
org.apache.commons.math3.stat.inference.KolmogorovSmirnovTestTest.testFixTies();0.2446
org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest.testLaguerreDifferentials();0.0640
org.apache.commons.math3.geometry.euclidean.oned.IntervalTest.testTolerance();0.5178
org.apache.commons.math3.linear.RealVectorAbstractTest.testSet();0.1322
org.apache.commons.math3.linear.RealVectorAbstractTest.testProjectionSameType();0.6116
org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testUnsorted();0.3185
org.apache.commons.math3.distribution.UniformRealDistributionTest.testInverseCumulativeDistribution();0.4295
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testMath283();0.0353
org.apache.commons.math3.optimization.univariate.SimpleUnivariateValueCheckerTest.testIterationCheck();0.2714
org.apache.commons.math3.optimization.general.MinpackTest.testMinpackFreudensteinRoth();0.7584
org.apache.commons.math3.stat.regression.MillerUpdatingRegressionTest.testNegativeTestAddObs();0.4100
org.apache.commons.math3.complex.ComplexTest.testEqualsRealDifference();0.2802
org.apache.commons.math3.distribution.IntegerDistributionAbstractTest.testLogDensities();0.6116
org.apache.commons.math3.linear.RealVectorFormatAbstractTest.testNegativeY();0.4328
org.apache.commons.math3.geometry.euclidean.threed.Vector3DTest.testCrossProductCancellation();0.3306
org.apache.commons.math3.analysis.FunctionUtilsTest.testFixingArguments();0.2317
org.apache.commons.math3.ml.neuralnet.MapUtilsTest.testFindClosestNeuron();0.5293
org.apache.commons.math3.util.MathArraysTest.testUniqueInfiniteValues();0.1350
org.apache.commons.math3.ml.neuralnet.sofm.util.ExponentialDecayFunctionTest.testTrivial();0.0934
org.apache.commons.math3.util.FastMathTest.testAddExactInt();0.5405
org.apache.commons.math3.analysis.differentiation.SparseGradientTest.testHypotNoOverflow();0.1720
org.apache.commons.math3.fitting.WeightedObservedPointsTest.testAdd1();0.5944
org.apache.commons.math3.distribution.RealDistributionAbstractTest.testIsSupportUpperBoundInclusive();0.5896
org.apache.commons.math3.genetics.RandomKeyTest.testConstructor1();0.5570
org.apache.commons.math3.linear.UnmodifiableRealVectorAbstractTest.testSetSubVector();0.4799
org.apache.commons.math3.linear.Array2DRowRealMatrixTest.testGetRowVector();0.1330
org.apache.commons.math3.stat.correlation.SpearmansRankCorrelationTest.testConsistency();0.1543
org.apache.commons.math3.stat.inference.TTestTest.testSmallSamples();0.4156
org.apache.commons.math3.optimization.univariate.BrentOptimizerTest.testQuinticMin();0.3425
org.apache.commons.math3.util.FastMathTest.testCoshAccuracy();0.0418
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest.testMatrix();0.3114
org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerAbstractTest.testInconsistentSizes2();0.2104
org.apache.commons.math3.util.PrecisionTest.testRoundFloat();0.1868
org.apache.commons.math3.analysis.differentiation.SparseGradientTest.testLog10Power();0.2759
org.apache.commons.math3.geometry.euclidean.threed.SubLineTest.testIntersectionOutsideOutside();0.4663
org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath434UnfeasibleSolution();0.1705
org.apache.commons.math3.ml.neuralnet.sofm.LearningFactorFunctionFactoryTest.testQuasiSigmoidDecayPrecondition1();0.5883
org.apache.commons.math3.linear.BlockRealMatrixTest.testNorm();0.2947
org.apache.commons.math3.complex.ComplexTest.testExpInf1();0.3001
org.apache.commons.math3.ml.neuralnet.NeuronTest.testGetFeatures();0.4690
org.apache.commons.math3.ode.nonstiff.MidpointFieldIntegratorTest.testNonFieldIntegratorConsistency();0.6026
org.apache.commons.math3.util.MathArraysTest.testEbeDivide();0.1291
org.apache.commons.math3.linear.SchurTransformerTest.testSchurForm();0.5077
